url,malicious,url_res,hostname_res,path_res,first_dir_res,top_level_res,dash_res,at_res,q_res,percent_res,dot_res,equal_res,colon_res,www_res,numbers_res,letters_res,dir_res,single_letter_res,query_res,ratio_upper_lower_res,ip_res,shortened_res,http_res
https://www.surftofind.com/jackruby,1,35,14,9,9,3,0,0,0,0,2,0,0,1,0,29,1,0,0,0.0,0,0,1
https://www.last.fm/music/Wolf+Parade,1,37,7,18,6,2,0,0,0,0,2,0,0,1,0,29,2,0,0,0.07407407407407407,0,0,1
https://www.angieslist.com/companylist/us/wa/seattle/pac-west-telecomm-inc-reviews-3448865.aspx,1,95,14,30,12,3,5,0,0,0,3,0,0,1,7,72,5,0,0,0.0,0,1,1
https://www.realchoice.0catch.com/library/deaths/blnysaline70_72.htm,1,68,21,31,8,3,0,0,0,0,4,0,0,1,5,52,3,0,0,0.0,0,0,1
https://www.facebook.com/skylows,1,32,12,8,8,3,0,0,0,0,2,0,0,1,0,26,1,0,0,0.0,0,0,1
http://ugma.ge/tmp/mettreajour/redirection.php,0,46,0,0,0,0,0,0,0,0,2,0,0,0,0,38,3,0,0,0.0,0,0,0
http://gusevpni.ru/wp-content/languages/crypt/,0,46,0,0,0,0,1,0,0,0,1,0,0,0,0,37,4,0,0,0.0,0,0,0
https://www.hoise.com/,1,22,9,1,0,3,0,0,0,0,2,0,0,1,0,16,1,0,0,0.0,0,0,1
http://drugpillstore.com/r1qjj1,0,31,0,0,0,0,0,0,0,0,1,0,0,0,2,24,1,0,0,0.0,0,0,0
https://www.en.wikipedia.org/wiki/Black_Mafia,1,45,16,17,5,3,0,0,0,0,3,0,0,1,0,36,2,0,0,0.058823529411764705,0,0,1
http://www.vcebhopal.ac.in/blessed/alibaba.com/Login.htm?email=abuse@datsai.com,0,79,15,16,8,2,0,1,1,0,6,1,0,1,0,64,3,0,1,0.015873015873015872,0,0,0
https://www.education.washington.edu/cme/fac.htm,1,48,24,8,4,3,0,0,0,0,4,0,0,1,0,39,2,0,0,0.0,0,0,1
https://www.politicalgraveyard.com/bio/asbjornson-ashlay.html,1,61,22,15,4,3,1,0,0,0,3,0,0,1,0,52,2,0,0,0.0,0,0,1
http://pistolsmith.com/,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,0,0,0.0,0,0,0
https://www.popmatters.com/pm/review/deliver-us-from-eva/,1,57,14,18,3,3,3,0,0,0,2,0,0,1,0,45,4,0,0,0.0,0,0,1
https://www.historykygovenors.com/williamsylvestertaylor.htm,1,60,21,23,23,3,0,0,0,0,3,0,0,1,0,53,1,0,0,0.0,0,0,1
https://www.people.famouswhy.com/rolando_boyce/,1,47,20,15,14,3,0,0,0,0,3,0,0,1,0,38,2,0,0,0.0,0,0,1
https://www.drrant.net/,1,23,10,1,0,3,0,0,0,0,2,0,0,1,0,17,1,0,0,0.0,0,0,1
http://rofhatcety.ru/gate.php,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,23,1,0,0,0.0,0,0,0
https://cp88.ezyreg.com/~xjxj1038/1/44b637c1a50bc57e8118b32e354619e4/d...,0,73,0,0,0,0,0,0,0,0,5,0,0,0,30,30,4,1,0,0.0,0,0,1
http://atskinnyme.com/mycas/login/9538/,0,39,0,0,0,0,0,0,0,0,1,0,0,0,4,27,4,0,0,0.0,0,0,0
https://www.hockeydraftcentral.com/1980/80096.html,1,50,22,11,5,3,0,0,0,0,3,0,0,1,9,33,2,0,0,0.0,0,0,1
https://www.wiki.answers.com/Q/Who_is_the_current_King_of_France,1,64,16,36,2,3,0,0,0,0,3,0,0,1,0,50,2,1,0,0.08695652173913043,0,0,1
https://www.en.wikipedia.org/wiki/Monroe_Hotel,1,46,16,18,5,3,0,0,0,0,3,0,0,1,0,37,2,0,0,0.05714285714285714,0,0,1
https://www.mapquest.com/maps?city=Lima&state=MT,1,48,12,5,5,3,0,0,1,0,2,2,0,1,0,38,1,0,1,0.08571428571428572,0,1,1
https://www.theus50.com/ohio/cities.php,1,39,11,12,5,3,0,0,0,0,3,0,0,1,2,29,2,0,0,0.0,0,0,1
https://www.temescalcanyon2001.com/,1,35,22,1,0,3,0,0,0,0,2,0,0,1,4,25,1,0,0,0.0,0,0,1
https://www.investing.businessweek.com/research/stocks/private/person.asp?personId=11146859&privcapId=2264214&previousCapId=22277483&previousTitle=Atex%20Group%20Ltd,1,165,26,31,9,3,0,0,1,2,4,4,0,1,27,117,4,0,1,0.07339449541284404,0,0,1
http://xoutdoorsolutions.com/sportstech.com.uk/,0,47,0,0,0,0,0,0,0,0,3,0,0,0,0,39,2,0,0,0.0,0,0,0
https://www.nhl.com/ice/player.htm?id=8452140,1,45,7,11,4,3,0,0,1,0,3,1,0,1,7,28,2,0,1,0.0,0,0,1
https://www.wiki.answers.com/Q/List_of_english_football_stadiums_largest_to_smallest_please_add_capacity,1,104,16,76,2,3,0,0,0,0,3,0,0,1,0,86,2,1,0,0.023809523809523808,0,0,1
http://caribbeachresort.com/7fg3g,0,33,0,0,0,0,0,0,0,0,1,0,0,0,2,26,1,0,0,0.0,0,1,0
https://www.nfb.ca/film/anton_and_piano/,1,40,6,22,5,2,0,0,0,0,2,0,0,1,0,30,3,0,0,0.0,0,0,1
https://www.data.lullar.com/Template%E2%80%90%E3%83%8E%E3%83%BC%E3%83%88:Infobox_animanga,1,89,15,9,9,3,0,0,0,12,3,0,0,1,17,51,1,0,0,0.21428571428571427,0,0,1
https://www.michigan.org/Property/Detail.aspx?p=B9008,1,53,12,16,9,3,0,0,1,0,3,1,0,1,4,39,2,0,1,0.08333333333333333,0,0,1
https://www.wthitv.com/dpp/about_us/personalities/Mike_Grant,1,60,10,38,4,3,0,0,0,0,2,0,0,1,0,49,4,0,0,0.0425531914893617,0,0,1
https://www.mp3raid.com/music/christina_aguilera_stripped.html,1,62,11,34,6,3,0,0,0,0,3,0,0,1,1,51,2,0,0,0.0,0,0,1
https://www.people.famouswhy.com/terry_gross/,1,45,20,13,12,3,0,0,0,0,3,0,0,1,0,36,2,0,0,0.0,0,0,1
